"","position","lizard_id","trt","sex","current_enclosure","clutch","hatch_date","test_date","age","notes","day","test_type","pos_high_lat","pos_high_risk","choice","lat_high","lat_low","time_high","time_low","compared_interest","ratio_interest","side_choice","temp","cort"
"284","E2",2897,"B_23","f","E473_23","CL800_24","22/1/2024","18/5/2024",117,"",4,"1 VS 4","Right","Close",0,1138,947,108,111,-3,-0.01369863,"Left","Cold","CORT"
"285","E2",3022,"A_23","f","E478_23","CL829_24","22/1/2024","18/5/2024",117,"",4,"2 VS 3","Left","Close",0,2310,2230,19,57,-38,-0.5,"Right","Cold","Control"
"286","E2",3119,"B_28","m","E713_23","CL855_24","15/1/2024","18/5/2024",124,"",4,"2 VS 3","Right","Close",1,1255,1388,22,44,-22,-0.333333333,"Right","Hot","CORT"
"287","E2",3121,"A_28","f","E377_23","CL856_24","15/1/2024","18/5/2024",124,"",4,"2 VS 3","Right","Far",0,1063,497,78,159,-81,-0.341772152,"Left","Hot","Control"
"288","E3",2812,"B_23","m","E278_23","CL772_24","17/1/2024","18/5/2024",122,"",4,"3 VS 4","Right","Far",0,1009,711,75,205,-130,-0.464285714,"Left","Cold","CORT"
"289","E3",2844,"A_23","m","E1728_23","CL784_24","15/1/2024","18/5/2024",124,"",4,"2 VS 4","Right","Close",0,141,77,54,56,-2,-0.018181818,"Left","Cold","Control"
"290","E3",3002,"B_28","f","E787_23","CL824_24","8/1/2024","18/5/2024",131,"",4,"2 VS 4","Right","Far",1,952,993,36,73,-37,-0.339449541,"Right","Hot","CORT"
"291","E3",3075,"A_28","m","E827_23","CL845_24","15/1/2024","18/5/2024",124,"",4,"2 VS 4","Left","Far",0,114,50,64,43,21,0.196261682,"Right","Hot","Control"
"292","E4",2934,"B_23","f","E159_23","CL809_24","24/1/2024","18/5/2024",115,"Might be three clutches.",4,"2 VS 3","Left","Close",1,489,896,131,82,49,0.230046948,"Left","Cold","CORT"
"293","E4",2943,"A_23","m","E323_23","CL811_24","26/1/2024","18/5/2024",113,"",4,"1 VS 3","Left","Close",0,1636,1493,10,30,-20,-0.5,"Right","Cold","Control"
"294","E4",3077,"B_28","m","E689_23","CL845_24","15/1/2024","18/5/2024",124,"",4,"1 VS 3","Right","Close",1,625,851,93,38,55,0.419847328,"Right","Hot","CORT"
"295","F1",2813,"A_23","m","E778_23","CL773_24","15/1/2024","18/5/2024",124,"",4,"1 VS 4","Left","Close",1,1751,1790,55,21,34,0.447368421,"Left","Cold","Control"
"296","F1",2859,"B_23","f","E1027_23","CL789_24","19/1/2024","18/5/2024",120,"",4,"2 VS 4","Left","Far",0,1128,577,163,48,115,0.545023697,"Right","Cold","CORT"
"297","F1",3117,"A_28","f","E669_23","CL855_24","15/1/2024","18/5/2024",124,"",4,"1 VS 3","Left","Far",1,827,1217,170,50,120,0.545454545,"Left","Hot","Control"
"298","F2",2933,"A_23","f","E736_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",4,"3 VS 4","Left","Close",0,451,193,48,75,-27,-0.219512195,"Right","Cold","Control"
"299","F2",2947,"B_23","m","E359_23","CL812_24","22/1/2024","18/5/2024",117,"",4,"1 VS 3","Right","Close",0,299,173,118,64,54,0.296703297,"Left","Cold","CORT"
"300","F2",3059,"B_28","f","E176_23","CL840_24","10/1/2024","18/5/2024",129,"",4,"1 VS 4","Left","Close",1,1903,1997,51,119,-68,-0.4,"Left","Hot","CORT"
"301","F3",2977,"B_23","f","E612_23","CL819_24","24/1/2024","18/5/2024",115,"Might be two clutches.",4,"1 VS 4","Left","Far",0,280,156,48,71,-23,-0.193277311,"Right","Cold","CORT"
"302","F3",2988,"B_28","f","E064_23","CL821_24","10/1/2024","18/5/2024",129,"",4,"3 VS 4","Left","Far",1,198,853,19,39,-20,-0.344827586,"Left","Hot","CORT"
"303","F3",3172,"A_28","f","E774_23","CL868_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",4,"1 VS 4","Left","Close",0,653,213,76,68,8,0.055555556,"Right","Hot","Control"
"304","F4",2935,"A_23","m","E539_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",4,"2 VS 3","Right","Far",1,243,360,55,49,6,0.057692308,"Right","Cold","Control"
"305","F4",2998,"B_28","m","E167_23","CL823_24","8/1/2024","18/5/2024",131,"",4,"2 VS 3","Left","Far",1,3284,3793,58,37,21,0.221052632,"Left","Hot","CORT"
"306","F4",3134,"A_28","f","E777_23","CL860_24","12/1/2024","18/5/2024",127,"",4,"3 VS 4","Left","Close",1,1991,2454,75,14,61,0.685393258,"Left","Hot","Control"
"307","G1",2799,"A_23","f","E631_23","CL769_24","15/1/2024","18/5/2024",124,"",4,"2 VS 4","Left","Close",1,440,484,34,72,-38,-0.358490566,"Left","Cold","Control"
"308","G1",2866,"B_23","f","E644_23","CL792_24","17/1/2024","18/5/2024",122,"",4,"3 VS 4","Left","Close",1,2773,3123,32,22,10,0.185185185,"Left","Cold","CORT"
"309","G1",3128,"B_28","f","E848_23","CL858_24","15/1/2024","18/5/2024",124,"",4,"2 VS 4","Right","Far",0,2251,1259,47,118,-71,-0.43030303,"Left","Hot","CORT"
"310","G1",3209,"A_28","m","E408_23","CL875_24","15/1/2024","18/5/2024",124,"",4,"2 VS 3","Right","Close",1,242,263,17,123,-106,-0.757142857,"Right","Hot","Control"
"311","G2",2826,"A_23","m","E502_23","CL779_24","15/1/2024","18/5/2024",124,"",4,"1 VS 3","Left","Close",1,390,820,33,23,10,0.178571429,"Left","Cold","Control"
"312","G2",2894,"B_23","f","E181_23","CL798_24","24/1/2024","18/5/2024",115,"",4,"2 VS 3","Right","Close",0,109,25,11,70,-59,-0.728395062,"Left","Cold","CORT"
"313","G2",3000,"A_28","m","E193_23","CL823_24","8/1/2024","18/5/2024",131,"",4,"2 VS 4","Left","Close",1,601,722,73,47,26,0.216666667,"Left","Hot","Control"
"314","G3",2846,"A_23","f","E766_23","CL785_24","15/1/2024","18/5/2024",124,"",4,"1 VS 4","Left","Far",1,302,377,92,27,65,0.546218487,"Left","Cold","Control"
"315","G3",3146,"A_28","f","E069_23","CL862_24","12/1/2024","18/5/2024",127,"",4,"1 VS 3","Left","Far",1,183,1260,40,45,-5,-0.058823529,"Left","Hot","Control"
"316","G3",3167,"B_28","f","E639_23","CL867_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",4,"1 VS 3","Right","Far",1,1173,1194,12,95,-83,-0.775700935,"Right","Hot","CORT"
"317","G4",2817,"A_23","m","E627_23","CL774_24","15/1/2024","18/5/2024",124,"",4,"3 VS 4","Left","Far",0,332,142,22,32,-10,-0.185185185,"Right","Cold","Control"
"318","G4",2932,"B_23","m","E190_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",4,"2 VS 4","Right","Far",0,187,19,43,104,-61,-0.414965986,"Left","Cold","CORT"
"319","G4",3130,"B_28","f","E416_23","CL859_24","15/1/2024","18/5/2024",124,"",4,"1 VS 4","Left","Far",0,833,691,84,54,30,0.217391304,"Right","Hot","CORT"
"320","G4",3133,"A_28","f","E558_23","CL859_24","12/1/2024","18/5/2024",127,"",4,"1 VS 4","Left","Close",1,275,330,70,39,31,0.28440367,"Left","Hot","Control"
"321","A1",2882,"A_23","m","E552_23","CL796_24","19/1/2024","18/5/2024",120,"",5,"3 VS 4","Right","Far",0,750,635,23,28,-5,-0.098039216,"Left","Cold","Control"
"322","A1",2940,"B_28","m","E236_23","CL810_24","3/1/2024","18/5/2024",136,"",5,"1 VS 4","Right","Close",1,2137,3041,17,213,-196,-0.852173913,"Right","Hot","CORT"
"323","A1",2999,"B_23","f","E659_23","CL823_24","28/1/2024","18/5/2024",111,"",5,"2 VS 4","Left","Far",0,3602,3475,80,47,33,0.25984252,"Right","Cold","CORT"
"324","A1",3061,"A_28","f","E755_23","CL840_24","8/1/2024","18/5/2024",131,"",5,"1 VS 4","Left","Close",0,1125,926,135,138,-3,-0.010989011,"Right","Hot","Control"
"325","A2",2893,"A_23","m","E338_23","CL798_24","24/1/2024","18/5/2024",115,"",5,"2 VS 3","Left","Far",1,1963,881,40,16,24,0.428571429,"Left","Cold","Control"
"326","A2",3058,"A_28","f","E171_23","CL839_24","10/1/2024","18/5/2024",129,"",5,"3 VS 4","Left","Close",1,1076,2025,12,64,-52,-0.684210526,"Left","Hot","Control"
"327","A2",3127,"B_23","f","E714_23","CL858_24","2/2/2024","18/5/2024",106,"",5,"1 VS 3","Left","Close",0,802,226,42,30,12,0.166666667,"Right","Cold","CORT"
"328","A3",2946,"A_23","m","E681_23","CL812_24","22/1/2024","18/5/2024",117,"",5,"2 VS 4","Left","Close",1,358,407,47,25,22,0.305555556,"Left","Cold","Control"
"329","A3",2972,"B_28","f","E261_23","CL818_24","5/1/2024","18/5/2024",134,"",5,"3 VS 4","Right","Far",0,1038,860,57,90,-33,-0.224489796,"Left","Hot","CORT"
"330","A3",2986,"B_23","m","E648_23","CL821_24","28/1/2024","18/5/2024",111,"",5,"1 VS 4","Left","Far",0,536,390,47,84,-37,-0.282442748,"Right","Cold","CORT"
"331","A3",3004,"A_28","m","E161_23","CL824_24","8/1/2024","18/5/2024",131,"",5,"2 VS 3","Right","Close",0,942,739,10,53,-43,-0.682539683,"Left","Hot","Control"
"332","A4",2917,"A_23","m","E629_23","CL805_24","22/1/2024","18/5/2024",117,"",5,"1 VS 3","Left","Far",1,186,246,37,81,-44,-0.372881356,"Left","Cold","Control"
"333","A4",3037,"B_28","f","E237_23","CL832_24","8/1/2024","18/5/2024",131,"",5,"2 VS 3","Left","Close",0,237,157,45,63,-18,-0.166666667,"Right","Hot","CORT"
"334","A4",3131,"B_23","m","E3101_23","CL859_24","2/2/2024","18/5/2024",106,"",5,"3 VS 4","Right","Close",1,74,189,54,66,-12,-0.1,"Right","Cold","CORT"
"335","B1",2942,"A_28","m","E239_23","CL811_24","3/1/2024","18/5/2024",136,"",5,"2 VS 4","Right","Far",1,554,1647,216,217,-1,-0.002309469,"Right","Hot","Control"
"336","B1",2978,"B_28","m","E677_23","CL819_24","5/1/2024","18/5/2024",134,"Might be two clutches.",5,"2 VS 4","Right","Far",0,1558,1067,69,62,7,0.053435115,"Left","Hot","CORT"
"337","B1",3110,"B_23","f","E119_23","CL853_24","2/2/2024","18/5/2024",106,"",5,"2 VS 3","Right","Close",1,72,126,111,143,-32,-0.125984252,"Right","Cold","CORT"
"338","B2",2811,"B_28","m","E789_23","CL772_24","17/1/2024","18/5/2024",122,"",5,"1 VS 3","Left","Far",1,353,478,108,144,-36,-0.142857143,"Left","Hot","CORT"
"339","B2",2973,"A_28","m","E735_23","CL818_24","5/1/2024","18/5/2024",134,"",5,"1 VS 3","Left","Close",1,450,532,78,135,-57,-0.267605634,"Left","Hot","Control"
"340","B2",3003,"B_23","f","E4005_23","CL824_24","31/1/2024","18/5/2024",108,"",5,"2 VS 4","Left","Close",1,504,862,163,33,130,0.663265306,"Left","Cold","CORT"
"341","B2",3035,"A_23","m","E1017_23","CL832_24","24/1/2024","18/5/2024",115,"",5,"1 VS 4","Right","Close",1,1394,1717,69,84,-15,-0.098039216,"Right","Cold","Control"
"342","B3",2898,"A_23","f","E425_23","CL800_24","19/1/2024","18/5/2024",120,"",5,"3 VS 4","Right","Close",1,410,687,176,27,149,0.733990148,"Right","Cold","Control"
"343","B3",2915,"B_23","m","E247_23","CL804_24","22/1/2024","18/5/2024",117,"",5,"1 VS 3","Right","Far",1,510,861,181,48,133,0.580786026,"Right","Cold","CORT"
"344","B3",3182,"A_28","m","E802_23","CL870_24","17/1/2024","18/5/2024",122,"",5,"1 VS 4","Left","Close",0,755,682,46,61,-15,-0.140186916,"Right","Hot","Control"
"345","B3",3208,"B_28","f","E200_23","CL875_24","19/1/2024","18/5/2024",120,"",5,"1 VS 4","Left","Far",1,627,715,120,139,-19,-0.073359073,"Left","Hot","CORT"
"346","B4",2976,"A_23","m","E722_23","CL819_24","22/1/2024","18/5/2024",117,"Might be two clutches.",5,"2 VS 3","Right","Close",1,84,401,181,115,66,0.222972973,"Right","Cold","Control"
"347","B4",3183,"B_28","m","E151_23","CL870_24","17/1/2024","18/5/2024",122,"",5,"3 VS 4","Right","Far",0,879,757,124,89,35,0.164319249,"Left","Hot","CORT"
"348","B4",3205,"B_28","f","E772_23","CL875_24","17/1/2024","18/5/2024",122,"",5,"2 VS 3","Left","Far",1,771,992,47,59,-12,-0.113207547,"Left","Hot","CORT"
"349","C1",2880,"B_23","m","E427_23","CL796_24","19/1/2024","18/5/2024",120,"",5,"1 VS 4","Left","Far",0,393,472,71,21,50,0.543478261,"Right","Cold","CORT"
"350","C1",2991,"A_23","f","E976_23","CL821_24","24/1/2024","18/5/2024",115,"",5,"2 VS 4","Right","Close",0,754,700,14,48,-34,-0.548387097,"Left","Cold","Control"
"351","C1",3076,"B_28","f","E0143_23","CL845_24","12/1/2024","18/5/2024",127,"",5,"2 VS 4","Left","Close",0,1716,765,20,70,-50,-0.555555556,"Right","Hot","CORT"
"352","C2",2831,"B_23","m","E705_23","CL780_24","17/1/2024","18/5/2024",122,"",5,"3 VS 4","Left","Far",0,989,953,26,85,-59,-0.531531532,"Right","Cold","CORT"
"353","C2",3150,"A_28","f","E094_23","CL864_24","17/1/2024","18/5/2024",122,"",5,"3 VS 4","Left","Close",1,1791,-1644,59,19,40,0.512820513,"Left","Hot","Control"
"354","C2",3161,"B_28","f","E664_23","CL866_24","17/1/2024","18/5/2024",122,"",5,"1 VS 3","Right","Far",1,1062,1319,88,46,42,0.313432836,"Right","Hot","CORT"
"355","C3",2975,"B_23","m","E915_23","CL819_24","24/1/2024","18/5/2024",115,"Might be two clutches.",5,"2 VS 3","Right","Close",0,365,232,59,131,-72,-0.378947368,"Left","Cold","CORT"
"356","C3",3151,"B_28","f","E801_23","CL864_24","17/1/2024","18/5/2024",122,"",5,"1 VS 4","Left","Far",1,248,314,64,31,33,0.347368421,"Left","Hot","CORT"
"357","C3",3175,"A_28","f","E733_23","CL868_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",5,"2 VS 3","Right","Far",1,198,292,56,63,-7,-0.058823529,"Right","Hot","Control"
"358","C4",2810,"A_23","m","E582_23","CL772_24","17/1/2024","18/5/2024",122,"",5,"1 VS 3","Left","Far",0,825,717,109,125,-16,-0.068376068,"Right","Cold","Control"
"359","C4",2941,"A_23","m","E045_23","CL810_24","22/1/2024","18/5/2024",117,"",5,"1 VS 4","Left","Close",1,637,724,67,146,-79,-0.370892019,"Left","Cold","Control"
"360","C4",3126,"A_28","f","E817_23","CL858_24","15/1/2024","18/5/2024",124,"",5,"2 VS 4","Left","Close",1,878,952,48,92,-44,-0.314285714,"Left","Hot","Control"
"361","E1",2869,"B_23","f","E411_23","CL793_24","19/1/2024","18/5/2024",120,"",5,"2 VS 4","Right","Close",1,3566,3660,25,7,18,0.5625,"Right","Cold","CORT"
"362","E1",3019,"A_28","f","E074_23","CL828_24","8/1/2024","18/5/2024",131,"",5,"1 VS 3","Left","Close",0,3710,662,22,33,-11,-0.2,"Right","Hot","Control"
"363","E1",3168,"A_28","f","E534_23","CL867_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",5,"1 VS 4","Left","Far",0,2959,1129,44,65,-21,-0.19266055,"Right","Hot","Control"
"364","E2",2897,"B_23","f","E473_23","CL800_24","22/1/2024","18/5/2024",117,"",5,"1 VS 3","Left","Far",0,545,460,28,56,-28,-0.333333333,"Right","Cold","CORT"
"365","E2",3022,"A_23","f","E478_23","CL829_24","22/1/2024","18/5/2024",117,"",5,"3 VS 4","Left","Close",1,1767,3034,45,55,-10,-0.1,"Left","Cold","Control"
"366","E2",3119,"B_28","m","E713_23","CL855_24","15/1/2024","18/5/2024",124,"",5,"3 VS 4","Left","Far",1,147,310,50,37,13,0.149425287,"Left","Hot","CORT"
"367","E2",3121,"A_28","f","E377_23","CL856_24","15/1/2024","18/5/2024",124,"",5,"3 VS 4","Right","Far",1,317,523,58,34,24,0.260869565,"Right","Hot","Control"
"368","E3",2812,"B_23","m","E278_23","CL772_24","17/1/2024","18/5/2024",122,"",5,"1 VS 4","Left","Close",0,328,172,68,164,-96,-0.413793103,"Right","Cold","CORT"
"369","E3",2844,"A_23","m","E1728_23","CL784_24","15/1/2024","18/5/2024",124,"",5,"2 VS 3","Right","Close",1,256,310,111,73,38,0.206521739,"Right","Cold","Control"
"370","E3",3002,"B_28","f","E787_23","CL824_24","8/1/2024","18/5/2024",131,"",5,"2 VS 3","Left","Close",0,386,325,104,36,68,0.485714286,"Right","Hot","CORT"
"371","E3",3075,"A_28","m","E827_23","CL845_24","15/1/2024","18/5/2024",124,"",5,"2 VS 3","Right","Close",1,30,261,33,149,-116,-0.637362637,"Right","Hot","Control"
"372","E4",2934,"B_23","f","E159_23","CL809_24","24/1/2024","18/5/2024",115,"Might be three clutches.",5,"3 VS 4","Left","Close",1,485,574,37,15,22,0.423076923,"Left","Cold","CORT"
"373","E4",2943,"A_23","m","E323_23","CL811_24","26/1/2024","18/5/2024",113,"",5,"2 VS 4","Left","Far",1,1134,1463,5,10,-5,-0.333333333,"Left","Cold","Control"
"374","E4",3077,"B_28","m","E689_23","CL845_24","15/1/2024","18/5/2024",124,"",5,"2 VS 4","Right","Close",1,482,529,37,122,-85,-0.534591195,"Right","Hot","CORT"
"375","F1",2813,"A_23","m","E778_23","CL773_24","15/1/2024","18/5/2024",124,"",5,"1 VS 3","Left","Close",1,812,1920,53,48,5,0.04950495,"Left","Cold","Control"
"376","F1",2859,"B_23","f","E1027_23","CL789_24","19/1/2024","18/5/2024",120,"",5,"2 VS 3","Right","Close",0,1053,1017,35,26,9,0.147540984,"Left","Cold","CORT"
"377","F1",3117,"A_28","f","E669_23","CL855_24","15/1/2024","18/5/2024",124,"",5,"2 VS 4","Left","Far",0,649,538,66,40,26,0.245283019,"Right","Hot","Control"
"378","F2",2933,"A_23","f","E736_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",5,"1 VS 4","Right","Far",1,171,342,10,84,-74,-0.787234043,"Right","Cold","Control"
"379","F2",2947,"B_23","m","E359_23","CL812_24","22/1/2024","18/5/2024",117,"",5,"2 VS 4","Left","Far",0,346,261,129,84,45,0.211267606,"Right","Cold","CORT"
"380","F2",3059,"B_28","f","E176_23","CL840_24","10/1/2024","18/5/2024",129,"",5,"1 VS 3","Left","Close",1,1876,2022,62,156,-94,-0.431192661,"Left","Hot","CORT"
"381","F3",2977,"B_23","f","E612_23","CL819_24","24/1/2024","18/5/2024",115,"Might be two clutches.",5,"1 VS 3","Left","Far",0,113,33,37,97,-60,-0.447761194,"Right","Cold","CORT"
"382","F3",2988,"B_28","f","E064_23","CL821_24","10/1/2024","18/5/2024",129,"",5,"1 VS 4","Left","Far",0,288,269,28,11,17,0.435897436,"Right","Hot","CORT"
"383","F3",3172,"A_28","f","E774_23","CL868_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",5,"1 VS 3","Right","Far",1,244,777,146,41,105,0.561497326,"Right","Hot","Control"
"384","F4",2935,"A_23","m","E539_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",5,"3 VS 4","Left","Close",0,394,341,46,84,-38,-0.292307692,"Right","Cold","Control"
"385","F4",2998,"B_28","m","E167_23","CL823_24","8/1/2024","18/5/2024",131,"",5,"3 VS 4","Left","Far",0,2009,1930,41,74,-33,-0.286956522,"Right","Hot","CORT"
"386","F4",3134,"A_28","f","E777_23","CL860_24","12/1/2024","18/5/2024",127,"",5,"1 VS 4","Left","Close",1,1750,1823,24,94,-70,-0.593220339,"Left","Hot","Control"
"387","G1",2799,"A_23","f","E631_23","CL769_24","15/1/2024","18/5/2024",124,"",5,"2 VS 3","Right","Far",1,214,359,61,37,24,0.244897959,"Right","Cold","Control"
"388","G1",2866,"B_23","f","E644_23","CL792_24","17/1/2024","18/5/2024",122,"",5,"1 VS 4","Right","Close",1,1349,1754,9,39,-30,-0.625,"Right","Cold","CORT"
"389","G1",3128,"B_28","f","E848_23","CL858_24","15/1/2024","18/5/2024",124,"",5,"2 VS 3","Left","Close",1,1432,1194,121,12,109,0.819548872,"Left","Hot","CORT"
"390","G1",3209,"A_28","m","E408_23","CL875_24","15/1/2024","18/5/2024",124,"",5,"3 VS 4","Right","Close",1,75,603,287,46,241,0.723723724,"Right","Hot","Control"
"391","G2",2826,"A_23","m","E502_23","CL779_24","15/1/2024","18/5/2024",124,"",5,"2 VS 4","Left","Close",1,167,847,45,37,8,0.097560976,"Left","Cold","Control"
"392","G2",2894,"B_23","f","E181_23","CL798_24","24/1/2024","18/5/2024",115,"",5,"3 VS 4","Right","Close",0,133,8,37,46,-9,-0.108433735,"Left","Cold","CORT"
"393","G2",3000,"A_28","m","E193_23","CL823_24","8/1/2024","18/5/2024",131,"",5,"2 VS 3","Right","Far",1,529,642,78,64,14,0.098591549,"Right","Hot","Control"
"394","G3",2846,"A_23","f","E766_23","CL785_24","15/1/2024","18/5/2024",124,"",5,"1 VS 3","Left","Far",0,344,279,31,75,-44,-0.41509434,"Right","Cold","Control"
"395","G3",3146,"A_28","f","E069_23","CL862_24","12/1/2024","18/5/2024",127,"",5,"2 VS 4","Right","Close",1,339,1018,70,50,20,0.166666667,"Right","Hot","Control"
"396","G3",3167,"B_28","f","E639_23","CL867_24","15/1/2024","18/5/2024",124,"Likely multiple clutches, but delineation unclear.",5,"2 VS 4","Left","Close",1,220,193,15,30,-15,-0.333333333,"Left","Hot","CORT"
"397","G4",2817,"A_23","m","E627_23","CL774_24","15/1/2024","18/5/2024",124,"",5,"1 VS 4","Left","Far",0,449,369,39,13,26,0.5,"Right","Cold","Control"
"398","G4",2932,"B_23","m","E190_23","CL809_24","26/1/2024","18/5/2024",113,"Might be three clutches.",5,"2 VS 3","Left","Close",1,339,438,50,13,37,0.587301587,"Left","Cold","CORT"
"399","G4",3130,"B_28","f","E416_23","CL859_24","15/1/2024","18/5/2024",124,"",5,"1 VS 3","Left","Far",0,1815,405,31,102,-71,-0.533834586,"Right","Hot","CORT"
"400","G4",3133,"A_28","f","E558_23","CL859_24","12/1/2024","18/5/2024",127,"",5,"1 VS 3","Left","Close",1,304,530,52,76,-24,-0.1875,"Left","Hot","Control"
