position,lizard_id,trt,sex,current_enclosure,clutch,hatch_date,test_date,age,notes,day,test_type,pos_high_lat,pos_high_risk,choice,lat_high,lat_low,latency,time_high,time_low,compared_interest,ratio_interest,side_choice
A4,3131,B_23,m,E3101_23,CL859_24,2/2/2024,18/5/2024,106,,5,3 VS 4,Right,Close,1,74,189,74,54,66,-12,-0.1,Right
B1,2942,A_28,m,E239_23,CL811_24,3/1/2024,18/5/2024,136,,5,2 VS 4,Right,Far,1,554,1647,554,216,217,-1,-0.002309469,Right
B1,2978,B_28,m,E677_23,CL819_24,5/1/2024,18/5/2024,134,Might be two clutches.,5,2 VS 4,Right,Far,0,1558,1067,1067,69,62,7,0.053435115,Left
B1,3110,B_23,f,E119_23,CL853_24,2/2/2024,18/5/2024,106,,5,2 VS 3,Right,Close,1,72,126,72,111,143,-32,-0.125984252,Right
B2,2811,B_28,m,E789_23,CL772_24,17/1/2024,18/5/2024,122,,5,1 VS 3,Left,Far,1,353,478,353,108,144,-36,-0.142857143,Left
B2,2973,A_28,m,E735_23,CL818_24,5/1/2024,18/5/2024,134,,5,1 VS 3,Left,Close,1,450,532,450,78,135,-57,-0.267605634,Left
B2,3003,B_23,f,E4005_23,CL824_24,31/1/2024,18/5/2024,108,,5,2 VS 4,Left,Close,1,504,862,504,163,33,130,0.663265306,Left
B2,3035,A_23,m,E1017_23,CL832_24,24/1/2024,18/5/2024,115,,5,1 VS 4,Right,Close,1,1394,1717,1394,69,84,-15,-0.098039216,Right
B3,2898,A_23,f,E425_23,CL800_24,19/1/2024,18/5/2024,120,,5,3 VS 4,Right,Close,1,410,687,410,176,27,149,0.733990148,Right
B3,2915,B_23,m,E247_23,CL804_24,22/1/2024,18/5/2024,117,,5,1 VS 3,Right,Far,1,510,861,510,181,48,133,0.580786026,Right
B3,3182,A_28,m,E802_23,CL870_24,17/1/2024,18/5/2024,122,,5,1 VS 4,Left,Close,0,755,682,682,46,61,-15,-0.140186916,Right
B3,3208,B_28,f,E200_23,CL875_24,19/1/2024,18/5/2024,120,,5,1 VS 4,Left,Far,1,627,715,627,120,139,-19,-0.073359073,Left
B4,2976,A_23,m,E722_23,CL819_24,22/1/2024,18/5/2024,117,Might be two clutches.,5,2 VS 3,Right,Close,1,84,401,84,181,115,66,0.222972973,Right
B4,3183,B_28,m,E151_23,CL870_24,17/1/2024,18/5/2024,122,,5,3 VS 4,Right,Far,0,879,757,757,124,89,35,0.164319249,Left
B4,3205,B_28,f,E772_23,CL875_24,17/1/2024,18/5/2024,122,,5,2 VS 3,Left,Far,1,771,992,771,47,59,-12,-0.113207547,Left
C1,2880,B_23,m,E427_23,CL796_24,19/1/2024,18/5/2024,120,,5,1 VS 4,Left,Far,0,393,472,393,71,21,50,0.543478261,Right
C1,2991,A_23,f,E976_23,CL821_24,24/1/2024,18/5/2024,115,,5,2 VS 4,Right,Close,0,754,700,700,14,48,-34,-0.548387097,Left
C1,3076,B_28,f,E0143_23,CL845_24,12/1/2024,18/5/2024,127,,5,2 VS 4,Left,Close,0,1716,765,765,20,70,-50,-0.555555556,Right
C2,2831,B_23,m,E705_23,CL780_24,17/1/2024,18/5/2024,122,,5,3 VS 4,Left,Far,0,989,953,953,26,85,-59,-0.531531532,Right
C2,3150,A_28,f,E094_23,CL864_24,17/1/2024,18/5/2024,122,,5,3 VS 4,Left,Close,1,1791,1644,1644,59,19,40,0.512820513,Left
C2,3161,B_28,f,E664_23,CL866_24,17/1/2024,18/5/2024,122,,5,1 VS 3,Right,Far,1,1062,1319,1062,88,46,42,0.313432836,Right
C3,2975,B_23,m,E915_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,5,2 VS 3,Right,Close,0,365,232,232,59,131,-72,-0.378947368,Left
C3,3151,B_28,f,E801_23,CL864_24,17/1/2024,18/5/2024,122,,5,1 VS 4,Left,Far,1,248,314,248,64,31,33,0.347368421,Left
C3,3175,A_28,f,E733_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",5,2 VS 3,Right,Far,1,198,292,198,56,63,-7,-0.058823529,Right
C4,2810,A_23,m,E582_23,CL772_24,17/1/2024,18/5/2024,122,,5,1 VS 3,Left,Far,0,825,717,717,109,125,-16,-0.068376068,Right
C4,2941,A_23,m,E045_23,CL810_24,22/1/2024,18/5/2024,117,,5,1 VS 4,Left,Close,1,637,724,637,67,146,-79,-0.370892019,Left
C4,3126,A_28,f,E817_23,CL858_24,15/1/2024,18/5/2024,124,,5,2 VS 4,Left,Close,1,878,952,878,48,92,-44,-0.314285714,Left
E1,2869,B_23,f,E411_23,CL793_24,19/1/2024,18/5/2024,120,,5,2 VS 4,Right,Close,1,3566,3660,3566,25,7,18,0.5625,Right
E1,3019,A_28,f,E074_23,CL828_24,8/1/2024,18/5/2024,131,,5,1 VS 3,Left,Close,0,3710,662,662,22,33,-11,-0.2,Right
E1,3168,A_28,f,E534_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",5,1 VS 4,Left,Far,0,2959,1129,1129,44,65,-21,-0.19266055,Right
E2,2897,B_23,f,E473_23,CL800_24,22/1/2024,18/5/2024,117,,5,1 VS 3,Left,Far,0,545,460,460,28,56,-28,-0.333333333,Right
E2,3022,A_23,f,E478_23,CL829_24,22/1/2024,18/5/2024,117,,5,3 VS 4,Left,Close,1,1767,3034,1767,45,55,-10,-0.1,Left
E2,3119,B_28,m,E713_23,CL855_24,15/1/2024,18/5/2024,124,,5,3 VS 4,Left,Far,1,147,310,147,50,37,13,0.149425287,Left
E2,3121,A_28,f,E377_23,CL856_24,15/1/2024,18/5/2024,124,,5,3 VS 4,Right,Far,1,317,523,317,58,34,24,0.260869565,Right
E3,2812,B_23,m,E278_23,CL772_24,17/1/2024,18/5/2024,122,,5,1 VS 4,Left,Close,0,328,172,172,68,164,-96,-0.413793103,Right
E3,2844,A_23,m,E1728_23,CL784_24,15/1/2024,18/5/2024,124,,5,2 VS 3,Right,Close,1,256,310,256,111,73,38,0.206521739,Right
E3,3002,B_28,f,E787_23,CL824_24,8/1/2024,18/5/2024,131,,5,2 VS 3,Left,Close,0,386,325,325,104,36,68,0.485714286,Right
E3,3075,A_28,m,E827_23,CL845_24,15/1/2024,18/5/2024,124,,5,2 VS 3,Right,Close,1,30,261,30,33,149,-116,-0.637362637,Right
E4,2934,B_23,f,E159_23,CL809_24,24/1/2024,18/5/2024,115,Might be three clutches.,5,3 VS 4,Left,Close,1,485,574,485,37,15,22,0.423076923,Left
E4,2943,A_23,m,E323_23,CL811_24,26/1/2024,18/5/2024,113,,5,2 VS 4,Left,Far,1,1134,1463,1134,5,10,-5,-0.333333333,Left
E4,3077,B_28,m,E689_23,CL845_24,15/1/2024,18/5/2024,124,,5,2 VS 4,Right,Close,1,482,529,482,37,122,-85,-0.534591195,Right
F1,2813,A_23,m,E778_23,CL773_24,15/1/2024,18/5/2024,124,,5,1 VS 3,Left,Close,1,812,1920,812,53,48,5,0.04950495,Left
F1,2859,B_23,f,E1027_23,CL789_24,19/1/2024,18/5/2024,120,,5,2 VS 3,Right,Close,0,1053,1017,1017,35,26,9,0.147540984,Left
F1,3117,A_28,f,E669_23,CL855_24,15/1/2024,18/5/2024,124,,5,2 VS 4,Left,Far,0,649,538,538,66,40,26,0.245283019,Right
F2,2933,A_23,f,E736_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,5,1 VS 4,Right,Far,1,171,342,171,10,84,-74,-0.787234043,Right
F2,2947,B_23,m,E359_23,CL812_24,22/1/2024,18/5/2024,117,,5,2 VS 4,Left,Far,0,346,261,261,129,84,45,0.211267606,Right
F2,3059,B_28,f,E176_23,CL840_24,10/1/2024,18/5/2024,129,,5,1 VS 3,Left,Close,1,1876,2022,1876,62,156,-94,-0.431192661,Left
F3,2977,B_23,f,E612_23,CL819_24,24/1/2024,18/5/2024,115,Might be two clutches.,5,1 VS 3,Left,Far,0,113,33,33,37,97,-60,-0.447761194,Right
F3,2988,B_28,f,E064_23,CL821_24,10/1/2024,18/5/2024,129,,5,1 VS 4,Left,Far,0,288,269,269,28,11,17,0.435897436,Right
F3,3172,A_28,f,E774_23,CL868_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",5,1 VS 3,Right,Far,1,244,777,244,146,41,105,0.561497326,Right
F4,2935,A_23,m,E539_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,5,3 VS 4,Left,Close,0,394,341,341,46,84,-38,-0.292307692,Right
F4,2998,B_28,m,E167_23,CL823_24,8/1/2024,18/5/2024,131,,5,3 VS 4,Left,Far,0,2009,1930,1930,41,74,-33,-0.286956522,Right
F4,3134,A_28,f,E777_23,CL860_24,12/1/2024,18/5/2024,127,,5,1 VS 4,Left,Close,1,1750,1823,1750,24,94,-70,-0.593220339,Left
G1,2799,A_23,f,E631_23,CL769_24,15/1/2024,18/5/2024,124,,5,2 VS 3,Right,Far,1,214,359,214,61,37,24,0.244897959,Right
G1,2866,B_23,f,E644_23,CL792_24,17/1/2024,18/5/2024,122,,5,1 VS 4,Right,Close,1,1349,1754,1349,9,39,-30,-0.625,Right
G1,3128,B_28,f,E848_23,CL858_24,15/1/2024,18/5/2024,124,,5,2 VS 3,Left,Close,1,1432,1194,1194,121,12,109,0.819548872,Left
G1,3209,A_28,m,E408_23,CL875_24,15/1/2024,18/5/2024,124,,5,3 VS 4,Right,Close,1,75,603,75,287,46,241,0.723723724,Right
G2,2826,A_23,m,E502_23,CL779_24,15/1/2024,18/5/2024,124,,5,2 VS 4,Left,Close,1,167,847,167,45,37,8,0.097560976,Left
G2,2894,B_23,f,E181_23,CL798_24,24/1/2024,18/5/2024,115,,5,3 VS 4,Right,Close,0,133,8,8,37,46,-9,-0.108433735,Left
G2,3000,A_28,m,E193_23,CL823_24,8/1/2024,18/5/2024,131,,5,2 VS 3,Right,Far,1,529,642,529,78,64,14,0.098591549,Right
G3,2846,A_23,f,E766_23,CL785_24,15/1/2024,18/5/2024,124,,5,1 VS 3,Left,Far,0,344,279,279,31,75,-44,-0.41509434,Right
G3,3146,A_28,f,E069_23,CL862_24,12/1/2024,18/5/2024,127,,5,2 VS 4,Right,Close,1,339,1018,339,70,50,20,0.166666667,Right
G3,3167,B_28,f,E639_23,CL867_24,15/1/2024,18/5/2024,124,"Likely multiple clutches, but delineation unclear.",5,2 VS 4,Left,Close,1,220,193,193,15,30,-15,-0.333333333,Left
G4,2817,A_23,m,E627_23,CL774_24,15/1/2024,18/5/2024,124,,5,1 VS 4,Left,Far,0,449,369,369,39,13,26,0.5,Right
G4,2932,B_23,m,E190_23,CL809_24,26/1/2024,18/5/2024,113,Might be three clutches.,5,2 VS 3,Left,Close,1,339,438,339,50,13,37,0.587301587,Left
G4,3130,B_28,f,E416_23,CL859_24,15/1/2024,18/5/2024,124,,5,1 VS 3,Left,Far,0,1815,405,405,31,102,-71,-0.533834586,Right
G4,3133,A_28,f,E558_23,CL859_24,12/1/2024,18/5/2024,127,,5,1 VS 3,Left,Close,1,304,530,304,52,76,-24,-0.1875,Left
